Buffet: No. AoA Cl l_bound ubound
44 3.5900 1.0383 [3.5900,3.5900]
Cruise: No. AoA Cl/Cd Cl_error
23 2.2227 27.4500 0.0002
No.   AoA         CL              CD               CM
 1   -2.0000   -6.5949134e-03   1.0189656e-02   -1.0202080e-01
 2   -1.7500   4.1168330e-02   1.0140860e-02   -1.0359555e-01
 3   -1.5000   8.8500515e-02   1.0122310e-02   -1.0515770e-01
 4   -1.2500   1.3546330e-01   1.0132410e-02   -1.0668160e-01
 5   -1.0000   1.8211480e-01   1.0169960e-02   -1.0814550e-01
 6   -0.7500   2.2851520e-01   1.0234110e-02   -1.0952920e-01
 7   -0.5000   2.7472190e-01   1.0324150e-02   -1.1081240e-01
 8   -0.2500   3.2079360e-01   1.0439930e-02   -1.1197280e-01
 9   0.0000   3.6678127e-01   1.0581330e-02   -1.1298173e-01
10   0.2500   4.1275300e-01   1.0748912e-02   -1.1380670e-01
11   0.5000   4.5879560e-01   1.0942850e-02   -1.1440520e-01
12   0.7500   5.0500680e-01   1.1164460e-02   -1.1470810e-01
13   1.0000   5.5156130e-01   1.1419769e-02   -1.1457110e-01
14   1.2500   5.9869580e-01   1.1771460e-02   -1.1373520e-01
15   1.5000   6.4716076e-01   1.2346476e-02   -1.1228120e-01
16   1.6000   6.6706627e-01   1.2667075e-02   -1.1160901e-01
17   1.7000   6.8734171e-01   1.3059673e-02   -1.1096893e-01
18   1.8000   7.0797896e-01   1.3527240e-02   -1.1038470e-01
19   1.9000   7.2899892e-01   1.4076655e-02   -1.0990090e-01
20   2.0000   7.5067841e-01   1.4720180e-02   -1.0962500e-01
21   2.1000   7.7261053e-01   1.5454140e-02   -1.0952858e-01
22   2.2000   7.9487824e-01   1.6288620e-02   -1.0967580e-01
23   2.2227   8.0024601e-01   1.6495890e-02   -1.0979180e-01
24   2.3000   8.1760732e-01   1.7229590e-02   -1.1012630e-01
25   2.4000   8.4039386e-01   1.8276890e-02   -1.1084330e-01
26   2.5000   8.6275014e-01   1.9428930e-02   -1.1175760e-01
27   2.6000   8.8425444e-01   2.0683215e-02   -1.1279523e-01
28   2.7000   9.0555205e-01   2.2062770e-02   -1.1408700e-01
29   2.8000   9.2624240e-01   2.3562050e-02   -1.1552896e-01
30   2.9000   9.4539365e-01   2.5152650e-02   -1.1691366e-01
31   3.0000   9.6325059e-01   2.6836809e-02   -1.1824786e-01
32   3.1000   9.7989800e-01   2.8608070e-02   -1.1952000e-01
33   3.2000   9.9456270e-01   3.0417356e-02   -1.2049620e-01
34   3.3000   1.0079406e+00   3.2287164e-02   -1.2134199e-01
35   3.4000   1.0194770e+00   3.4166673e-02   -1.2185940e-01
36   3.5000   1.0301347e+00   3.6094661e-02   -1.2228321e-01
37   3.5200   1.0320774e+00   3.6480234e-02   -1.2233374e-01
38   3.5300   1.0330172e+00   3.6672604e-02   -1.2235271e-01
39   3.5400   1.0339433e+00   3.6865141e-02   -1.2236960e-01
40   3.5500   1.0348470e+00   3.7057321e-02   -1.2238179e-01
41   3.5600   1.0357380e+00   3.7249684e-02   -1.2239217e-01
42   3.5700   1.0366180e+00   3.7442100e-02   -1.2240050e-01
43   3.5800   1.0374800e+00   3.7634315e-02   -1.2240537e-01
44   3.5900   1.0383200e+00   3.7825909e-02   -1.2240529e-01
45   3.6000   1.0391480e+00   3.8017550e-02   -1.2240318e-01
46   3.6100   1.0399665e+00   3.8209392e-02   -1.2239968e-01
47   3.6200   1.0407670e+00   3.8400959e-02   -1.2239265e-01
48   3.6300   1.0415560e+00   3.8592602e-02   -1.2238369e-01
49   3.6400   1.0423280e+00   3.8783961e-02   -1.2237128e-01
50   3.6600   1.0438330e+00   3.9166591e-02   -1.2233958e-01
51   3.6800   1.0452820e+00   3.9548777e-02   -1.2229742e-01
52   3.7000   1.0466781e+00   3.9930536e-02   -1.2224550e-01
53   3.8000   1.0527740e+00   4.1825006e-02   -1.2181523e-01
54   3.9000   1.0578732e+00   4.3723784e-02   -1.2122970e-01
55   4.0000   1.0618548e+00   4.5598433e-02   -1.2043177e-01
56   4.1000   1.0648969e+00   4.7464490e-02   -1.1950416e-01
57   4.2000   1.0672408e+00   4.9332060e-02   -1.1848135e-01
58   4.3000   1.0688901e+00   5.1171263e-02   -1.1735503e-01
59   4.4000   1.0700170e+00   5.3047880e-02   -1.1623910e-01
60   4.5000   1.0703594e+00   5.4878539e-02   -1.1497485e-01
