Buffet: No. AoA Cl l_bound ubound
41 3.2200 1.0165 [3.2200,3.2200]
Cruise: No. AoA Cl/Cd Cl_error
20 1.9564 30.2319 -0.0001
No.   AoA         CL              CD               CM
 1   -2.0000   2.9974347e-02   1.0158530e-02   -1.0835030e-01
 2   -1.7500   7.8556834e-02   1.0116966e-02   -1.1009050e-01
 3   -1.5000   1.2668753e-01   1.0106330e-02   -1.1179430e-01
 4   -1.2500   1.7444348e-01   1.0125037e-02   -1.1344060e-01
 5   -1.0000   2.2188740e-01   1.0171855e-02   -1.1500843e-01
 6   -0.7500   2.6909600e-01   1.0245950e-02   -1.1648150e-01
 7   -0.5000   3.1614232e-01   1.0346567e-02   -1.1784130e-01
 8   -0.2500   3.6309175e-01   1.0473790e-02   -1.1906530e-01
 9   0.0000   4.1003142e-01   1.0627700e-02   -1.2012973e-01
10   0.2500   4.5703830e-01   1.0808800e-02   -1.2099940e-01
11   0.5000   5.0424734e-01   1.1017631e-02   -1.2163550e-01
12   0.7500   5.5179070e-01   1.1255880e-02   -1.2196590e-01
13   1.0000   5.9996940e-01   1.1530840e-02   -1.2188000e-01
14   1.2500   6.4920899e-01   1.1883610e-02   -1.2126137e-01
15   1.5000   7.0043304e-01   1.2483080e-02   -1.2025730e-01
16   1.6000   7.2162089e-01   1.2848210e-02   -1.1993120e-01
17   1.7000   7.4321716e-01   1.3303090e-02   -1.1973940e-01
18   1.8000   7.6516653e-01   1.3858420e-02   -1.1973162e-01
19   1.9000   7.8738752e-01   1.4524770e-02   -1.1994680e-01
20   1.9564   7.9992388e-01   1.4952970e-02   -1.2016526e-01
21   2.0000   8.0976049e-01   1.5313050e-02   -1.2040970e-01
22   2.1000   8.3213415e-01   1.6234550e-02   -1.2113020e-01
23   2.2000   8.5364674e-01   1.7278230e-02   -1.2196080e-01
24   2.3000   8.7545403e-01   1.8474900e-02   -1.2312840e-01
25   2.4000   8.9579392e-01   1.9785930e-02   -1.2427710e-01
26   2.5000   9.1551410e-01   2.1229940e-02   -1.2555930e-01
27   2.6000   9.3418633e-01   2.2784723e-02   -1.2685870e-01
28   2.7000   9.5177967e-01   2.4438749e-02   -1.2813737e-01
29   2.8000   9.6717567e-01   2.6129509e-02   -1.2908664e-01
30   2.9000   9.8173824e-01   2.7901411e-02   -1.3002263e-01
31   3.0000   9.9406079e-01   2.9669130e-02   -1.3055010e-01
32   3.1000   1.0050210e+00   3.1457150e-02   -1.3086660e-01
33   3.1200   1.0070660e+00   3.1817430e-02   -1.3090860e-01
34   3.1400   1.0090560e+00   3.2178080e-02   -1.3094160e-01
35   3.1600   1.0109990e+00   3.2539360e-02   -1.3096740e-01
36   3.1700   1.0119540e+00   3.2720250e-02   -1.3097790e-01
37   3.1800   1.0128940e+00   3.2901110e-02   -1.3098590e-01
38   3.1900   1.0138210e+00   3.3081951e-02   -1.3099130e-01
39   3.2000   1.0147300e+00   3.3262497e-02   -1.3099330e-01
40   3.2100   1.0156310e+00   3.3443236e-02   -1.3099400e-01
41   3.2200   1.0165180e+00   3.3623980e-02   -1.3099254e-01
42   3.2300   1.0173940e+00   3.3804786e-02   -1.3098920e-01
43   3.2400   1.0182475e+00   3.3985108e-02   -1.3098120e-01
44   3.2500   1.0190920e+00   3.4165637e-02   -1.3097200e-01
45   3.2600   1.0199290e+00   3.4346451e-02   -1.3096200e-01
46   3.2700   1.0207600e+00   3.4527662e-02   -1.3095170e-01
47   3.2800   1.0215780e+00   3.4708844e-02   -1.3093920e-01
48   3.3000   1.0231620e+00   3.5070310e-02   -1.3090400e-01
49   3.4000   1.0305290e+00   3.6883466e-02   -1.3064719e-01
50   3.5000   1.0366963e+00   3.8682340e-02   -1.3018000e-01
51   3.6000   1.0413100e+00   4.0444072e-02   -1.2942952e-01
52   3.7000   1.0457299e+00   4.2247361e-02   -1.2872247e-01
53   3.8000   1.0485544e+00   4.3990290e-02   -1.2771997e-01
54   3.9000   1.0513980e+00   4.5777869e-02   -1.2680962e-01
55   4.0000   1.0535109e+00   4.7550330e-02   -1.2580844e-01
