Buffet: No. AoA Cl l_bound ubound
43 3.3300 0.9899 [3.3300,3.3300]
Cruise: No. AoA Cl/Cd Cl_error
22 2.1567 31.7272 0.0001
No.   AoA         CL              CD               CM
 1   -2.0000   -2.9065212e-03   1.0316000e-02   -1.0282650e-01
 2   -1.7500   4.5532532e-02   1.0262029e-02   -1.0454739e-01
 3   -1.5000   9.3530584e-02   1.0239790e-02   -1.0625880e-01
 4   -1.2500   1.4115750e-01   1.0247426e-02   -1.0793686e-01
 5   -1.0000   1.8848067e-01   1.0283420e-02   -1.0956270e-01
 6   -0.7500   2.3555720e-01   1.0347240e-02   -1.1111570e-01
 7   -0.5000   2.8244690e-01   1.0438260e-02   -1.1257695e-01
 8   -0.2500   3.2921797e-01   1.0555925e-02   -1.1392960e-01
 9   0.0000   3.7592730e-01   1.0700690e-02   -1.1514882e-01
10   0.2500   4.2266580e-01   1.0872500e-02   -1.1621450e-01
11   0.5000   4.6953350e-01   1.1072130e-02   -1.1709720e-01
12   0.7500   5.1666050e-01   1.1310300e-02   -1.1777050e-01
13   1.0000   5.6417286e-01   1.1620620e-02   -1.1824990e-01
14   1.2500   6.1210476e-01   1.2032600e-02   -1.1848800e-01
15   1.5000   6.6046380e-01   1.2583830e-02   -1.1832050e-01
16   1.6000   6.8002327e-01   1.2807590e-02   -1.1804130e-01
17   1.7000   6.9989967e-01   1.2873880e-02   -1.1728850e-01
18   1.8000   7.2106533e-01   1.2773700e-02   -1.1595868e-01
19   1.9000   7.4291969e-01   1.3023920e-02   -1.1540420e-01
20   2.0000   7.6511466e-01   1.3465400e-02   -1.1520930e-01
21   2.1000   7.8753103e-01   1.4074860e-02   -1.1532730e-01
22   2.1567   8.0012326e-01   1.4492600e-02   -1.1550972e-01
23   2.2000   8.0937062e-01   1.4836683e-02   -1.1564280e-01
24   2.3000   8.3043799e-01   1.5743105e-02   -1.1612277e-01
25   2.4000   8.5121882e-01   1.6802326e-02   -1.1685451e-01
26   2.5000   8.7150238e-01   1.8005436e-02   -1.1778300e-01
27   2.6000   8.9052417e-01   1.9327300e-02   -1.1873030e-01
28   2.7000   9.0783328e-01   2.0738130e-02   -1.1955815e-01
29   2.8000   9.2479835e-01   2.2273845e-02   -1.2054056e-01
30   2.9000   9.4031172e-01   2.3879775e-02   -1.2137912e-01
31   3.0000   9.5445240e-01   2.5549488e-02   -1.2209542e-01
32   3.1000   9.6668470e-01   2.7234770e-02   -1.2249810e-01
33   3.2000   9.7761760e-01   2.8948570e-02   -1.2271740e-01
34   3.2200   9.7965220e-01   2.9293890e-02   -1.2273892e-01
35   3.2400   9.8162816e-01   2.9639140e-02   -1.2275020e-01
36   3.2600   9.8354730e-01   2.9984680e-02   -1.2275230e-01
37   3.2700   9.8449590e-01   3.0158107e-02   -1.2275250e-01
38   3.2800   9.8543225e-01   3.0331689e-02   -1.2275090e-01
39   3.2900   9.8634995e-01   3.0505081e-02   -1.2274573e-01
40   3.3000   9.8725512e-01   3.0678580e-02   -1.2273860e-01
41   3.3100   9.8815340e-01   3.0852500e-02   -1.2273100e-01
42   3.3200   9.8904060e-01   3.1026600e-02   -1.2272190e-01
43   3.3300   9.8991880e-01   3.1200970e-02   -1.2271170e-01
44   3.3400   9.9077900e-01   3.1375070e-02   -1.2269790e-01
45   3.3500   9.9162590e-01   3.1549160e-02   -1.2268190e-01
46   3.3600   9.9246290e-01   3.1723408e-02   -1.2266450e-01
47   3.3700   9.9328902e-01   3.1897743e-02   -1.2264540e-01
48   3.3800   9.9410816e-01   3.2072340e-02   -1.2262560e-01
49   3.4000   9.9570033e-01   3.2421006e-02   -1.2257740e-01
50   3.5000   1.0030300e+00   3.4167119e-02   -1.2223900e-01
51   3.6000   1.0090000e+00   3.5891038e-02   -1.2165320e-01
52   3.7000   1.0135920e+00   3.7595145e-02   -1.2084079e-01
53   3.8000   1.0174936e+00   3.9304204e-02   -1.1993920e-01
54   3.9000   1.0203613e+00   4.0992833e-02   -1.1889681e-01
55   4.0000   1.0225717e+00   4.2685512e-02   -1.1778155e-01
56   4.1000   1.0253941e+00   4.4431549e-02   -1.1689711e-01
57   4.2000   1.0263808e+00   4.6138614e-02   -1.1568187e-01
