Buffet: No. AoA Cl l_bound ubound
41 3.1400 1.0258 [3.1400,3.1400]
Cruise: No. AoA Cl/Cd Cl_error
19 1.8209 29.1634 0.0002
No.   AoA         CL              CD               CM
 1   -2.0000   5.5178282e-02   1.0249910e-02   -1.1285320e-01
 2   -1.7500   1.0385430e-01   1.0217390e-02   -1.1465470e-01
 3   -1.5000   1.5207230e-01   1.0216140e-02   -1.1639760e-01
 4   -1.2500   1.9990619e-01   1.0244694e-02   -1.1806132e-01
 5   -1.0000   2.4743998e-01   1.0301625e-02   -1.1963044e-01
 6   -0.7500   2.9472860e-01   1.0386300e-02   -1.2108100e-01
 7   -0.5000   3.4186554e-01   1.0498210e-02   -1.2239820e-01
 8   -0.2500   3.8893540e-01   1.0637000e-02   -1.2355890e-01
 9   0.0000   4.3602663e-01   1.0802880e-02   -1.2453110e-01
10   0.2500   4.8325743e-01   1.0996880e-02   -1.2527380e-01
11   0.5000   5.3081402e-01   1.1223250e-02   -1.2570990e-01
12   0.7500   5.7894206e-01   1.1527100e-02   -1.2576910e-01
13   1.0000   6.2791731e-01   1.1996763e-02   -1.2555309e-01
14   1.2500   6.7816372e-01   1.2686290e-02   -1.2521040e-01
15   1.5000   7.3025188e-01   1.3724460e-02   -1.2502410e-01
16   1.6000   7.5179283e-01   1.4277860e-02   -1.2515439e-01
17   1.7000   7.7366355e-01   1.4924540e-02   -1.2545220e-01
18   1.8000   7.9543980e-01   1.5666620e-02   -1.2588220e-01
19   1.8209   8.0018761e-01   1.5838010e-02   -1.2603309e-01
20   1.9000   8.1734402e-01   1.6517530e-02   -1.2652580e-01
21   2.0000   8.3955542e-01   1.7490860e-02   -1.2743660e-01
22   2.1000   8.6070037e-01   1.8567027e-02   -1.2837350e-01
23   2.2000   8.8235234e-01   1.9786770e-02   -1.2965084e-01
24   2.3000   9.0270429e-01   2.1108108e-02   -1.3090578e-01
25   2.4000   9.2222485e-01   2.2543240e-02   -1.3221710e-01
26   2.5000   9.4088594e-01   2.4086776e-02   -1.3356186e-01
27   2.6000   9.5787853e-01   2.5695440e-02   -1.3471425e-01
28   2.7000   9.7359544e-01   2.7378030e-02   -1.3576600e-01
29   2.8000   9.8783497e-01   2.9102533e-02   -1.3660102e-01
30   2.9000   1.0010320e+00   3.0886516e-02   -1.3734173e-01
31   3.0000   1.0122120e+00   3.2662031e-02   -1.3770101e-01
32   3.0200   1.0142940e+00   3.3018946e-02   -1.3774726e-01
33   3.0400   1.0163292e+00   3.3376854e-02   -1.3778665e-01
34   3.0600   1.0183150e+00   3.3735506e-02   -1.3781834e-01
35   3.0800   1.0202544e+00   3.4094691e-02   -1.3784246e-01
36   3.0900   1.0212075e+00   3.4274474e-02   -1.3785185e-01
37   3.1000   1.0221450e+00   3.4454141e-02   -1.3785830e-01
38   3.1100   1.0230637e+00   3.4633512e-02   -1.3786084e-01
39   3.1200   1.0239760e+00   3.4813266e-02   -1.3786289e-01
40   3.1300   1.0248820e+00   3.4993362e-02   -1.3786444e-01
41   3.1400   1.0257748e+00   3.5173382e-02   -1.3786347e-01
42   3.1500   1.0266520e+00   3.5353269e-02   -1.3785950e-01
43   3.1600   1.0275118e+00   3.5532907e-02   -1.3785210e-01
44   3.1700   1.0283640e+00   3.5712820e-02   -1.3784390e-01
45   3.1800   1.0292110e+00   3.5893124e-02   -1.3783540e-01
46   3.1900   1.0300460e+00   3.6073470e-02   -1.3782490e-01
47   3.2000   1.0308680e+00   3.6253767e-02   -1.3781210e-01
48   3.3000   1.0383550e+00   3.8048671e-02   -1.3754561e-01
49   3.4000   1.0443142e+00   3.9815056e-02   -1.3698506e-01
50   3.5000   1.0495020e+00   4.1598829e-02   -1.3633702e-01
51   3.6000   1.0532614e+00   4.3335348e-02   -1.3540132e-01
52   3.7000   1.0569570e+00   4.5118142e-02   -1.3456139e-01
53   3.8000   1.0591300e+00   4.6844966e-02   -1.3342158e-01
54   3.9000   1.0616444e+00   4.8627716e-02   -1.3245160e-01
55   4.0000   1.0629449e+00   5.0364093e-02   -1.3127526e-01
