Buffet: No. AoA Cl l_bound ubound
39 3.1700 1.0178 [3.1600,3.1700]
Cruise: No. AoA Cl/Cd Cl_error
19 1.8782 29.8127 -0.0000
No.   AoA         CL              CD               CM
 1   -2.0000   4.9756908e-02   1.0120290e-02   -1.1755850e-01
 2   -1.7500   9.8062294e-02   1.0097760e-02   -1.1900861e-01
 3   -1.5000   1.4591350e-01   1.0104961e-02   -1.2043856e-01
 4   -1.2500   1.9340420e-01   1.0139850e-02   -1.2182650e-01
 5   -1.0000   2.4061768e-01   1.0201520e-02   -1.2315370e-01
 6   -0.7500   2.8761125e-01   1.0289740e-02   -1.2439431e-01
 7   -0.5000   3.3447920e-01   1.0403720e-02   -1.2553280e-01
 8   -0.2500   3.8129615e-01   1.0543620e-02   -1.2654580e-01
 9   0.0000   4.2814240e-01   1.0710240e-02   -1.2740380e-01
10   0.2500   4.7514790e-01   1.0903720e-02   -1.2807969e-01
11   0.5000   5.2247490e-01   1.1129430e-02   -1.2853310e-01
12   0.7500   5.7024524e-01   1.1421660e-02   -1.2875110e-01
13   1.0000   6.1860355e-01   1.1815410e-02   -1.2873300e-01
14   1.2500   6.6778160e-01   1.2261950e-02   -1.2825290e-01
15   1.5000   7.1923836e-01   1.2905210e-02   -1.2738200e-01
16   1.6000   7.4045385e-01   1.3337990e-02   -1.2719030e-01
17   1.7000   7.6179762e-01   1.3888670e-02   -1.2713684e-01
18   1.8000   7.8318738e-01   1.4560120e-02   -1.2724648e-01
19   1.8782   7.9999477e-01   1.5172390e-02   -1.2747790e-01
20   1.9000   8.0469573e-01   1.5357750e-02   -1.2756730e-01
21   2.0000   8.2641487e-01   1.6285860e-02   -1.2814419e-01
22   2.1000   8.4746235e-01   1.7327361e-02   -1.2882740e-01
23   2.2000   8.6814940e-01   1.8490710e-02   -1.2967990e-01
24   2.3000   8.8844273e-01   1.9776180e-02   -1.3069790e-01
25   2.4000   9.0815228e-01   2.1176840e-02   -1.3183600e-01
26   2.5000   9.2710712e-01   2.2685320e-02   -1.3304680e-01
27   2.6000   9.4506965e-01   2.4286913e-02   -1.3425130e-01
28   2.7000   9.6080712e-01   2.5919256e-02   -1.3513670e-01
29   2.8000   9.7621120e-01   2.7650180e-02   -1.3611890e-01
30   2.9000   9.8923796e-01   2.9375460e-02   -1.3668280e-01
31   3.0000   1.0008760e+00   3.1123984e-02   -1.3703799e-01
32   3.1000   1.0113280e+00   3.2897833e-02   -1.3722646e-01
33   3.1100   1.0122917e+00   3.3075173e-02   -1.3723111e-01
34   3.1200   1.0132445e+00   3.3252685e-02   -1.3723426e-01
35   3.1300   1.0141818e+00   3.3430121e-02   -1.3723462e-01
36   3.1400   1.0151060e+00   3.3607615e-02   -1.3723287e-01
37   3.1500   1.0160180e+00   3.3785181e-02   -1.3722922e-01
38   3.1600   1.0169152e+00   3.3962588e-02   -1.3722271e-01
39   3.1700   1.0177905e+00   3.4139529e-02   -1.3721170e-01
40   3.1800   1.0186503e+00   3.4316332e-02   -1.3719795e-01
41   3.1900   1.0195031e+00   3.4493453e-02   -1.3718362e-01
42   3.2000   1.0203480e+00   3.4670859e-02   -1.3716845e-01
43   3.2100   1.0211738e+00   3.4847911e-02   -1.3714943e-01
44   3.2200   1.0219735e+00   3.5024228e-02   -1.3712489e-01
45   3.2400   1.0235430e+00   3.5377103e-02   -1.3707133e-01
46   3.2600   1.0250660e+00   3.5730097e-02   -1.3701047e-01
47   3.2800   1.0265270e+00   3.6082000e-02   -1.3693754e-01
48   3.3000   1.0279400e+00   3.6433662e-02   -1.3685670e-01
49   3.4000   1.0343250e+00   3.8186830e-02   -1.3633880e-01
50   3.5000   1.0389094e+00   3.9887473e-02   -1.3547655e-01
51   3.6000   1.0436558e+00   4.1653831e-02   -1.3476074e-01
52   3.7000   1.0462512e+00   4.3331246e-02   -1.3360186e-01
53   3.8000   1.0491886e+00   4.5071006e-02   -1.3262260e-01
54   3.9000   1.0508590e+00   4.6767061e-02   -1.3143869e-01
55   4.0000   1.0517327e+00   4.8442125e-02   -1.3014511e-01
