Buffet: No. AoA Cl l_bound ubound
40 3.2100 1.0543 [3.2100,3.2100]
Cruise: No. AoA Cl/Cd Cl_error
18 1.7466 31.7027 0.0001
No.   AoA         CL              CD               CM
 1   -2.0000   8.7596175e-02   1.0426862e-02   -1.3207900e-01
 2   -1.7500   1.3574919e-01   1.0425900e-02   -1.3371850e-01
 3   -1.5000   1.8339140e-01   1.0455400e-02   -1.3531406e-01
 4   -1.2500   2.3063290e-01   1.0513214e-02   -1.3685180e-01
 5   -1.0000   2.7753339e-01   1.0598680e-02   -1.3831040e-01
 6   -0.7500   3.2414828e-01   1.0711730e-02   -1.3966650e-01
 7   -0.5000   3.7056490e-01   1.0851134e-02   -1.4090615e-01
 8   -0.2500   4.1683993e-01   1.1017440e-02   -1.4200510e-01
 9   0.0000   4.6304209e-01   1.1210993e-02   -1.4293510e-01
10   0.2500   5.0925819e-01   1.1431690e-02   -1.4366520e-01
11   0.5000   5.5558500e-01   1.1680760e-02   -1.4415000e-01
12   0.7500   6.0214840e-01   1.1959170e-02   -1.4432230e-01
13   1.0000   6.4917367e-01   1.2272670e-02   -1.4406898e-01
14   1.2500   6.9702960e-01   1.2622480e-02   -1.4311310e-01
15   1.5000   7.4741985e-01   1.3095670e-02   -1.4145260e-01
16   1.6000   7.6838642e-01   1.3415950e-02   -1.4084818e-01
17   1.7000   7.8984106e-01   1.3828350e-02   -1.4039210e-01
18   1.7466   8.0006161e-01   1.4054140e-02   -1.4026220e-01
19   1.8000   8.1177495e-01   1.4339210e-02   -1.4016470e-01
20   1.9000   8.3427432e-01   1.4957216e-02   -1.4024950e-01
21   2.0000   8.5698860e-01   1.5684900e-02   -1.4064200e-01
22   2.1000   8.7934139e-01   1.6535480e-02   -1.4129190e-01
23   2.2000   9.0135668e-01   1.7519848e-02   -1.4221280e-01
24   2.3000   9.2298414e-01   1.8653101e-02   -1.4340180e-01
25   2.4000   9.4244656e-01   1.9890250e-02   -1.4444010e-01
26   2.5000   9.6161608e-01   2.1279996e-02   -1.4570704e-01
27   2.6000   9.7884431e-01   2.2762690e-02   -1.4678426e-01
28   2.7000   9.9446846e-01   2.4332700e-02   -1.4770470e-01
29   2.8000   1.0098500e+00   2.6022168e-02   -1.4875478e-01
30   2.9000   1.0221820e+00   2.7710082e-02   -1.4921900e-01
31   3.0000   1.0338270e+00   2.9465500e-02   -1.4963880e-01
32   3.1000   1.0442810e+00   3.1259020e-02   -1.4988200e-01
33   3.1200   1.0462110e+00   3.1620060e-02   -1.4990270e-01
34   3.1400   1.0480950e+00   3.1982070e-02   -1.4991600e-01
35   3.1600   1.0499390e+00   3.2345420e-02   -1.4992360e-01
36   3.1700   1.0508390e+00   3.2527218e-02   -1.4992320e-01
37   3.1800   1.0517250e+00   3.2709130e-02   -1.4992043e-01
38   3.1900   1.0526072e+00   3.2891579e-02   -1.4991760e-01
39   3.2000   1.0534800e+00   3.3074299e-02   -1.4991338e-01
40   3.2100   1.0543410e+00   3.3257130e-02   -1.4990700e-01
41   3.2200   1.0551880e+00   3.3439955e-02   -1.4989799e-01
42   3.2300   1.0560210e+00   3.3622746e-02   -1.4988613e-01
43   3.2400   1.0568430e+00   3.3805604e-02   -1.4987219e-01
44   3.2500   1.0576580e+00   3.3988776e-02   -1.4985745e-01
45   3.2600   1.0584625e+00   3.4172075e-02   -1.4984096e-01
46   3.2700   1.0592580e+00   3.4355554e-02   -1.4982291e-01
47   3.2800   1.0600440e+00   3.4539213e-02   -1.4980334e-01
48   3.3000   1.0615760e+00   3.4906327e-02   -1.4975605e-01
49   3.4000   1.0687549e+00   3.6753248e-02   -1.4944400e-01
50   3.5000   1.0749759e+00   3.8600380e-02   -1.4895586e-01
51   3.6000   1.0795850e+00   4.0410967e-02   -1.4813593e-01
52   3.7000   1.0841205e+00   4.2262141e-02   -1.4736395e-01
53   3.8000   1.0872998e+00   4.4069264e-02   -1.4631660e-01
54   3.9000   1.0900954e+00   4.5897633e-02   -1.4524997e-01
55   4.0000   1.0921921e+00   4.7715833e-02   -1.4409435e-01
56   4.1000   1.0934230e+00   4.9506996e-02   -1.4278173e-01
