Buffet: No. AoA Cl l_bound ubound
42 3.3200 1.0378 [3.3200,3.3300]
Cruise: No. AoA Cl/Cd Cl_error
20 1.9596 31.7440 0.0001
No.   AoA         CL              CD               CM
 1   -2.0000   4.5044345e-02   1.0331320e-02   -1.2104500e-01
 2   -1.7500   9.3234032e-02   1.0308150e-02   -1.2268980e-01
 3   -1.5000   1.4092110e-01   1.0315900e-02   -1.2430360e-01
 4   -1.2500   1.8821400e-01   1.0352269e-02   -1.2587310e-01
 5   -1.0000   2.3516322e-01   1.0416630e-02   -1.2737540e-01
 6   -0.7500   2.8183150e-01   1.0508460e-02   -1.2879010e-01
 7   -0.5000   3.2828900e-01   1.0626820e-02   -1.3010098e-01
 8   -0.2500   3.7459571e-01   1.0772080e-02   -1.3128672e-01
 9   0.0000   4.2080730e-01   1.0944300e-02   -1.3231960e-01
10   0.2500   4.6700183e-01   1.1143459e-02   -1.3317160e-01
11   0.5000   5.1324950e-01   1.1370840e-02   -1.3379860e-01
12   0.7500   5.5964330e-01   1.1627830e-02   -1.3413750e-01
13   1.0000   6.0631706e-01   1.1918440e-02   -1.3406820e-01
14   1.2500   6.5353624e-01   1.2278610e-02   -1.3327800e-01
15   1.5000   7.0206943e-01   1.2801904e-02   -1.3167960e-01
16   1.6000   7.2219934e-01   1.3070660e-02   -1.3090030e-01
17   1.7000   7.4283981e-01   1.3379660e-02   -1.3010433e-01
18   1.8000   7.6425654e-01   1.3738270e-02   -1.2939869e-01
19   1.9000   7.8650310e-01   1.4159950e-02   -1.2888996e-01
20   1.9596   8.0006541e-01   1.4449470e-02   -1.2871960e-01
21   2.0000   8.0925057e-01   1.4663990e-02   -1.2865210e-01
22   2.1000   8.3256434e-01   1.5271140e-02   -1.2878890e-01
23   2.2000   8.5586519e-01   1.6002320e-02   -1.2927680e-01
24   2.3000   8.7871835e-01   1.6875950e-02   -1.3007077e-01
25   2.4000   9.0072880e-01   1.7913270e-02   -1.3110600e-01
26   2.5000   9.2154575e-01   1.9106470e-02   -1.3227050e-01
27   2.6000   9.4199187e-01   2.0478930e-02   -1.3370332e-01
28   2.7000   9.5973511e-01   2.1945225e-02   -1.3482456e-01
29   2.8000   9.7646271e-01   2.3536552e-02   -1.3595796e-01
30   2.9000   9.9069314e-01   2.5176437e-02   -1.3670020e-01
31   3.0000   1.0045120e+00   2.6923266e-02   -1.3752418e-01
32   3.1000   1.0160740e+00   2.8682734e-02   -1.3793410e-01
33   3.2000   1.0266960e+00   3.0491367e-02   -1.3823270e-01
34   3.2200   1.0286650e+00   3.0855870e-02   -1.3826690e-01
35   3.2400   1.0305930e+00   3.1222030e-02   -1.3829610e-01
36   3.2600   1.0324750e+00   3.1589055e-02   -1.3831790e-01
37   3.2700   1.0333940e+00   3.1772610e-02   -1.3832450e-01
38   3.2800   1.0343010e+00   3.1956411e-02   -1.3832940e-01
39   3.2900   1.0351970e+00   3.2140360e-02   -1.3833240e-01
40   3.3000   1.0360860e+00   3.2324671e-02   -1.3833470e-01
41   3.3100   1.0369640e+00   3.2509171e-02   -1.3833520e-01
42   3.3200   1.0378260e+00   3.2693584e-02   -1.3833251e-01
43   3.3300   1.0386730e+00   3.2877818e-02   -1.3832678e-01
44   3.3400   1.0395100e+00   3.3062269e-02   -1.3831950e-01
45   3.3500   1.0403400e+00   3.3247040e-02   -1.3831140e-01
46   3.3600   1.0411580e+00   3.3431860e-02   -1.3830110e-01
47   3.3700   1.0419710e+00   3.3617100e-02   -1.3829050e-01
48   3.3800   1.0427660e+00   3.3802070e-02   -1.3827620e-01
49   3.4000   1.0443300e+00   3.4172510e-02   -1.3824320e-01
50   3.5000   1.0516400e+00   3.6035551e-02   -1.3800017e-01
51   3.6000   1.0579780e+00   3.7899836e-02   -1.3758387e-01
52   3.7000   1.0626950e+00   3.9727166e-02   -1.3684050e-01
53   3.8000   1.0674371e+00   4.1604360e-02   -1.3617704e-01
54   3.9000   1.0710100e+00   4.3445721e-02   -1.3527992e-01
55   4.0000   1.0741040e+00   4.5312293e-02   -1.3436167e-01
56   4.1000   1.0762210e+00   4.7139822e-02   -1.3325600e-01
57   4.2000   1.0782934e+00   4.9004456e-02   -1.3221652e-01
