Buffet: No. AoA Cl l_bound ubound
42 3.4000 1.0072 [3.4000,3.4000]
Cruise: No. AoA Cl/Cd Cl_error
22 2.1699 28.1511 0.0002
No.   AoA         CL              CD               CM
 1   -2.0000   -7.0405268e-03   1.0035925e-02   -9.7728964e-02
 2   -1.7500   4.1099207e-02   9.9820276e-03   -9.9300099e-02
 3   -1.5000   8.8821413e-02   9.9582305e-03   -1.0085890e-01
 4   -1.2500   1.3619556e-01   9.9626872e-03   -1.0238100e-01
 5   -1.0000   1.8328763e-01   9.9945395e-03   -1.0384450e-01
 6   -0.7500   2.3015360e-01   1.0053030e-02   -1.0522740e-01
 7   -0.5000   2.7687459e-01   1.0136960e-02   -1.0651394e-01
 8   -0.2500   3.2350580e-01   1.0246800e-02   -1.0767930e-01
 9   0.0000   3.7011956e-01   1.0382400e-02   -1.0869803e-01
10   0.2500   4.1680435e-01   1.0544190e-02   -1.0954110e-01
11   0.5000   4.6366010e-01   1.0732750e-02   -1.1016790e-01
12   0.7500   5.1081725e-01   1.0949370e-02   -1.1052040e-01
13   1.0000   5.5847360e-01   1.1197390e-02   -1.1050380e-01
14   1.2500   6.0701197e-01   1.1478250e-02   -1.0990272e-01
15   1.5000   6.5750143e-01   1.1941120e-02   -1.0872390e-01
16   1.6000   6.7817830e-01   1.2262420e-02   -1.0825420e-01
17   1.7000   6.9909350e-01   1.2683940e-02   -1.0785980e-01
18   1.8000   7.2022989e-01   1.3214190e-02   -1.0758750e-01
19   1.9000   7.4162268e-01   1.3859007e-02   -1.0748687e-01
20   2.0000   7.6326559e-01   1.4622860e-02   -1.0759348e-01
21   2.1000   7.8509128e-01   1.5509103e-02   -1.0792774e-01
22   2.1699   8.0021956e-01   1.6194863e-02   -1.0826470e-01
23   2.2000   8.0644613e-01   1.6501730e-02   -1.0838770e-01
24   2.3000   8.2827434e-01   1.7631331e-02   -1.0918080e-01
25   2.4000   8.4922957e-01   1.8863520e-02   -1.1004330e-01
26   2.5000   8.7057016e-01   2.0239251e-02   -1.1124469e-01
27   2.6000   8.9074123e-01   2.1708310e-02   -1.1245680e-01
28   2.7000   9.1011543e-01   2.3281454e-02   -1.1373810e-01
29   2.8000   9.2856945e-01   2.4949191e-02   -1.1504293e-01
30   2.9000   9.4545240e-01   2.6674710e-02   -1.1619076e-01
31   3.0000   9.6082306e-01   2.8452086e-02   -1.1718747e-01
32   3.1000   9.7512105e-01   3.0283673e-02   -1.1807840e-01
33   3.2000   9.8737093e-01   3.2114688e-02   -1.1863200e-01
34   3.3000   9.9791105e-01   3.3941344e-02   -1.1889202e-01
35   3.3200   9.9987885e-01   3.4308816e-02   -1.1892446e-01
36   3.3400   1.0018007e+00   3.4676799e-02   -1.1895018e-01
37   3.3500   1.0027351e+00   3.4860415e-02   -1.1895799e-01
38   3.3600   1.0036598e+00   3.5044245e-02   -1.1896464e-01
39   3.3700   1.0045699e+00   3.5227958e-02   -1.1896872e-01
40   3.3800   1.0054634e+00   3.5411492e-02   -1.1896983e-01
41   3.3900   1.0063461e+00   3.5595156e-02   -1.1896946e-01
42   3.4000   1.0072186e+00   3.5778963e-02   -1.1896774e-01
43   3.4100   1.0080669e+00   3.5962079e-02   -1.1896090e-01
44   3.4200   1.0089010e+00   3.6145124e-02   -1.1895174e-01
45   3.4300   1.0097262e+00   3.6328314e-02   -1.1894146e-01
46   3.4400   1.0105420e+00   3.6511621e-02   -1.1892994e-01
47   3.4500   1.0113403e+00   3.6694567e-02   -1.1891502e-01
48   3.4600   1.0121205e+00   3.6877164e-02   -1.1889670e-01
49   3.4800   1.0136470e+00   3.7242285e-02   -1.1885472e-01
50   3.5000   1.0151240e+00   3.7607248e-02   -1.1880500e-01
51   3.6000   1.0216673e+00   3.9419530e-02   -1.1841118e-01
52   3.7000   1.0263319e+00   4.1176271e-02   -1.1766940e-01
53   3.8000   1.0316427e+00   4.3012304e-02   -1.1715843e-01
54   3.9000   1.0341200e+00   4.4750363e-02   -1.1612346e-01
55   4.0000   1.0370450e+00   4.6540980e-02   -1.1526127e-01
56   4.1000   1.0385989e+00   4.8284554e-02   -1.1417668e-01
57   4.2000   1.0395386e+00   5.0015943e-02   -1.1304420e-01
