Buffet: No. AoA Cl l_bound ubound
37 2.9800 1.0188 [2.9800,2.9800]
Cruise: No. AoA Cl/Cd Cl_error
17 1.6971 30.5620 0.0000
No.   AoA         CL              CD               CM
 1   -2.0000   7.8520782e-02   9.9695543e-03   -1.2004570e-01
 2   -1.7500   1.2694097e-01   9.9574177e-03   -1.2154450e-01
 3   -1.5000   1.7495873e-01   9.9741015e-03   -1.2301490e-01
 4   -1.2500   2.2264910e-01   1.0018616e-02   -1.2443141e-01
 5   -1.0000   2.7010202e-01   1.0089670e-02   -1.2577720e-01
 6   -0.7500   3.1738765e-01   1.0186910e-02   -1.2703010e-01
 7   -0.5000   3.6457865e-01   1.0310180e-02   -1.2816670e-01
 8   -0.2500   4.1177870e-01   1.0459436e-02   -1.2916760e-01
 9   0.0000   4.5908308e-01   1.0635290e-02   -1.3000200e-01
10   0.2500   5.0661540e-01   1.0839100e-02   -1.3063160e-01
11   0.5000   5.5460009e-01   1.1076470e-02   -1.3101690e-01
12   0.7500   6.0322310e-01   1.1376140e-02   -1.3113050e-01
13   1.0000   6.5282900e-01   1.1781840e-02   -1.3097350e-01
14   1.2500   7.0401347e-01   1.2367100e-02   -1.3055230e-01
15   1.5000   7.5708753e-01   1.3406430e-02   -1.3040310e-01
16   1.6000   7.7893974e-01   1.4012330e-02   -1.3062940e-01
17   1.6971   8.0002747e-01   1.4713950e-02   -1.3099000e-01
18   1.7000   8.0063374e-01   1.4736350e-02   -1.3099950e-01
19   1.8000   8.2217055e-01   1.5588620e-02   -1.3154600e-01
20   1.9000   8.4375284e-01   1.6578190e-02   -1.3232602e-01
21   2.0000   8.6534650e-01   1.7708910e-02   -1.3335040e-01
22   2.1000   8.8619328e-01   1.8962749e-02   -1.3447135e-01
23   2.2000   9.0621173e-01   2.0334272e-02   -1.3565880e-01
24   2.3000   9.2493607e-01   2.1802470e-02   -1.3680240e-01
25   2.4000   9.4326590e-01   2.3389527e-02   -1.3807572e-01
26   2.5000   9.6004595e-01   2.5038740e-02   -1.3917473e-01
27   2.6000   9.7523502e-01   2.6736460e-02   -1.4008910e-01
28   2.7000   9.8852800e-01   2.8444570e-02   -1.4068348e-01
29   2.8000   1.0005410e+00   3.0180610e-02   -1.4110081e-01
30   2.9000   1.0112760e+00   3.1934506e-02   -1.4132890e-01
31   2.9200   1.0132420e+00   3.2284818e-02   -1.4134330e-01
32   2.9300   1.0142110e+00   3.2460374e-02   -1.4134890e-01
33   2.9400   1.0151700e+00   3.2636154e-02   -1.4135330e-01
34   2.9500   1.0161100e+00   3.2811577e-02   -1.4135395e-01
35   2.9600   1.0170280e+00   3.2986398e-02   -1.4134977e-01
36   2.9700   1.0179347e+00   3.3161373e-02   -1.4134418e-01
37   2.9800   1.0188320e+00   3.3336545e-02   -1.4133746e-01
38   2.9900   1.0197190e+00   3.3511794e-02   -1.4132910e-01
39   3.0000   1.0205890e+00   3.3686858e-02   -1.4131789e-01
40   3.0100   1.0214400e+00   3.3861511e-02   -1.4130268e-01
41   3.0200   1.0222760e+00   3.4036054e-02   -1.4128500e-01
42   3.0300   1.0231060e+00   3.4210904e-02   -1.4126687e-01
43   3.0400   1.0239256e+00   3.4385881e-02   -1.4124740e-01
44   3.0600   1.0255210e+00   3.4735276e-02   -1.4120050e-01
45   3.0800   1.0270550e+00   3.5083620e-02   -1.4114210e-01
46   3.1000   1.0285610e+00   3.5432860e-02   -1.4108110e-01
47   3.2000   1.0354240e+00   3.7174286e-02   -1.4066865e-01
48   3.3000   1.0405261e+00   3.8865239e-02   -1.3992690e-01
49   3.4000   1.0458500e+00   4.0627574e-02   -1.3935530e-01
50   3.5000   1.0491979e+00   4.2312221e-02   -1.3838752e-01
51   3.6000   1.0528490e+00   4.4057965e-02   -1.3759308e-01
52   3.7000   1.0552144e+00   4.5757905e-02   -1.3658248e-01
