Buffet: No. AoA Cl l_bound ubound
36 2.9700 1.0280 [2.9700,2.9800]
Cruise: No. AoA Cl/Cd Cl_error
17 1.6440 31.6407 0.0001
No.   AoA         CL              CD               CM
 1   -2.0000   9.4782812e-02   9.9691049e-03   -1.2532210e-01
 2   -1.7500   1.4285770e-01   9.9687713e-03   -1.2678860e-01
 3   -1.5000   1.9055260e-01   9.9965826e-03   -1.2822806e-01
 4   -1.2500   2.3793196e-01   1.0051527e-02   -1.2961430e-01
 5   -1.0000   2.8508237e-01   1.0132770e-02   -1.3093130e-01
 6   -0.7500   3.3206741e-01   1.0239910e-02   -1.3215631e-01
 7   -0.5000   3.7898086e-01   1.0372410e-02   -1.3327270e-01
 8   -0.2500   4.2589770e-01   1.0530890e-02   -1.3425490e-01
 9   0.0000   4.7292438e-01   1.0715860e-02   -1.3507650e-01
10   0.2500   5.2018042e-01   1.0928470e-02   -1.3569930e-01
11   0.5000   5.6789028e-01   1.1176470e-02   -1.3608650e-01
12   0.7500   6.1627030e-01   1.1497730e-02   -1.3624700e-01
13   1.0000   6.6559910e-01   1.1946490e-02   -1.3625473e-01
14   1.2500   7.1605735e-01   1.2506420e-02   -1.3597640e-01
15   1.5000   7.6870107e-01   1.3388000e-02   -1.3567140e-01
16   1.6000   7.9034922e-01   1.3919250e-02   -1.3579130e-01
17   1.6440   8.0006302e-01   1.4191065e-02   -1.3592430e-01
18   1.7000   8.1233733e-01   1.4576967e-02   -1.3614026e-01
19   1.8000   8.3423450e-01   1.5363810e-02   -1.3667810e-01
20   1.9000   8.5570335e-01   1.6281886e-02   -1.3736730e-01
21   2.0000   8.7687174e-01   1.7340510e-02   -1.3824932e-01
22   2.1000   8.9759625e-01   1.8537120e-02   -1.3929670e-01
23   2.2000   9.1772816e-01   1.9867090e-02   -1.4047425e-01
24   2.3000   9.3712575e-01   2.1322910e-02   -1.4173830e-01
25   2.4000   9.5439540e-01   2.2840140e-02   -1.4274080e-01
26   2.5000   9.7125947e-01   2.4472670e-02   -1.4385990e-01
27   2.6000   9.8578002e-01   2.6120930e-02   -1.4458860e-01
28   2.7000   9.9899507e-01   2.7812337e-02   -1.4515084e-01
29   2.8000   1.0109316e+00   2.9535512e-02   -1.4553702e-01
30   2.9000   1.0214380e+00   3.1271836e-02   -1.4569689e-01
31   2.9200   1.0233680e+00   3.1619311e-02   -1.4569992e-01
32   2.9300   1.0243040e+00   3.1792600e-02   -1.4569570e-01
33   2.9400   1.0252330e+00   3.1966300e-02   -1.4569100e-01
34   2.9500   1.0261550e+00   3.2140371e-02   -1.4568580e-01
35   2.9600   1.0270660e+00   3.2314556e-02   -1.4567897e-01
36   2.9700   1.0279630e+00   3.2488677e-02   -1.4566958e-01
37   2.9800   1.0288360e+00   3.2662175e-02   -1.4565510e-01
38   2.9900   1.0297010e+00   3.2835887e-02   -1.4563959e-01
39   3.0000   1.0305570e+00   3.3009817e-02   -1.4562297e-01
40   3.0100   1.0314089e+00   3.3184242e-02   -1.4560655e-01
41   3.0200   1.0322467e+00   3.3358566e-02   -1.4558758e-01
42   3.0300   1.0330590e+00   3.3532094e-02   -1.4556292e-01
43   3.0400   1.0338640e+00   3.3705923e-02   -1.4553748e-01
44   3.0600   1.0354480e+00   3.4054150e-02   -1.4548349e-01
45   3.0800   1.0369880e+00   3.4402410e-02   -1.4542230e-01
46   3.1000   1.0384730e+00   3.4749834e-02   -1.4535070e-01
47   3.2000   1.0454920e+00   3.6498627e-02   -1.4495040e-01
48   3.3000   1.0508367e+00   3.8200179e-02   -1.4422172e-01
49   3.4000   1.0558689e+00   3.9946015e-02   -1.4353656e-01
50   3.5000   1.0591400e+00   4.1622610e-02   -1.4249658e-01
51   3.6000   1.0630839e+00   4.3387198e-02   -1.4172539e-01
52   3.7000   1.0653165e+00   4.5078078e-02   -1.4061714e-01
