Buffet: No. AoA Cl l_bound ubound
37 3.0700 1.0434 [3.0700,3.0700]
Cruise: No. AoA Cl/Cd Cl_error
17 1.6305 33.2733 0.0000
No.   AoA         CL              CD               CM
 1   -2.0000   1.1009060e-01   1.0134839e-02   -1.3372660e-01
 2   -1.7500   1.5774692e-01   1.0148580e-02   -1.3521100e-01
 3   -1.5000   2.0500507e-01   1.0190220e-02   -1.3667120e-01
 4   -1.2500   2.5192940e-01   1.0258590e-02   -1.3808255e-01
 5   -1.0000   2.9859130e-01   1.0353480e-02   -1.3942746e-01
 6   -0.7500   3.4507163e-01   1.0473660e-02   -1.4068980e-01
 7   -0.5000   3.9143770e-01   1.0619440e-02   -1.4184940e-01
 8   -0.2500   4.3775601e-01   1.0791350e-02   -1.4288420e-01
 9   0.0000   4.8411560e-01   1.0989459e-02   -1.4377050e-01
10   0.2500   5.3061710e-01   1.1214455e-02   -1.4447860e-01
11   0.5000   5.7739477e-01   1.1467634e-02   -1.4496970e-01
12   0.7500   6.2465480e-01   1.1752130e-02   -1.4519130e-01
13   1.0000   6.7281370e-01   1.2093600e-02   -1.4514815e-01
14   1.2500   7.2225023e-01   1.2586470e-02   -1.4511900e-01
15   1.5000   7.7259686e-01   1.3141140e-02   -1.4450170e-01
16   1.6000   7.9349442e-01   1.3446640e-02   -1.4420640e-01
17   1.6305   8.0002994e-01   1.3560502e-02   -1.4415970e-01
18   1.7000   8.1499246e-01   1.3859150e-02   -1.4411380e-01
19   1.8000   8.3667909e-01   1.4394580e-02   -1.4422900e-01
20   1.9000   8.5826048e-01   1.5067940e-02   -1.4455930e-01
21   2.0000   8.7951063e-01   1.5886590e-02   -1.4509186e-01
22   2.1000   9.0030676e-01   1.6853705e-02   -1.4581371e-01
23   2.2000   9.2055535e-01   1.7967640e-02   -1.4670190e-01
24   2.3000   9.4004746e-01   1.9219750e-02   -1.4769770e-01
25   2.4000   9.5713245e-01   2.0546475e-02   -1.4840178e-01
26   2.5000   9.7463171e-01   2.2029840e-02   -1.4943070e-01
27   2.6000   9.8932116e-01   2.3539820e-02   -1.4999996e-01
28   2.7000   1.0033390e+00   2.5136637e-02   -1.5057484e-01
29   2.8000   1.0160279e+00   2.6782794e-02   -1.5098335e-01
30   2.9000   1.0272460e+00   2.8458090e-02   -1.5116854e-01
31   3.0000   1.0371783e+00   3.0158565e-02   -1.5116037e-01
32   3.0200   1.0390190e+00   3.0500757e-02   -1.5113546e-01
33   3.0300   1.0399200e+00   3.0671961e-02   -1.5111967e-01
34   3.0400   1.0408153e+00   3.0843620e-02   -1.5110364e-01
35   3.0500   1.0417050e+00   3.1015719e-02   -1.5108719e-01
36   3.0600   1.0425820e+00   3.1187875e-02   -1.5106857e-01
37   3.0700   1.0434404e+00   3.1359723e-02   -1.5104597e-01
38   3.0800   1.0442909e+00   3.1531823e-02   -1.5102231e-01
39   3.0900   1.0451390e+00   3.1704587e-02   -1.5099943e-01
40   3.1000   1.0459800e+00   3.1877644e-02   -1.5097557e-01
41   3.1100   1.0468100e+00   3.2050825e-02   -1.5094992e-01
42   3.1200   1.0476250e+00   3.2223892e-02   -1.5092143e-01
43   3.1300   1.0484300e+00   3.2397036e-02   -1.5089120e-01
44   3.1400   1.0492310e+00   3.2570575e-02   -1.5086080e-01
45   3.1600   1.0508030e+00   3.2918057e-02   -1.5079570e-01
46   3.1800   1.0523340e+00   3.3265673e-02   -1.5072330e-01
47   3.2000   1.0538320e+00   3.3613950e-02   -1.5064630e-01
48   3.3000   1.0605580e+00   3.5345740e-02   -1.5011730e-01
49   3.4000   1.0656970e+00   3.7047938e-02   -1.4928753e-01
50   3.5000   1.0706390e+00   3.8785534e-02   -1.4848390e-01
51   3.6000   1.0742470e+00   4.0489326e-02   -1.4743871e-01
52   3.7000   1.0772964e+00   4.2201816e-02   -1.4633040e-01
53   3.8000   1.0801645e+00   4.3945097e-02   -1.4528343e-01
54   3.9000   1.0818373e+00   4.5641286e-02   -1.4400490e-01
