Buffet: No. AoA Cl l_bound ubound
44 3.5900 1.0728 [3.5900,3.5900]
Cruise: No. AoA Cl/Cd Cl_error
21 2.0857 26.0585 -0.0002
No.   AoA         CL              CD               CM
 1   -2.0000   1.8644149e-02   1.0231271e-02   -1.1134860e-01
 2   -1.7500   6.6728280e-02   1.0191676e-02   -1.1295980e-01
 3   -1.5000   1.1433216e-01   1.0182400e-02   -1.1453740e-01
 4   -1.2500   1.6152170e-01   1.0201960e-02   -1.1605500e-01
 5   -1.0000   2.0836946e-01   1.0249100e-02   -1.1749400e-01
 6   -0.7500   2.5494270e-01   1.0322840e-02   -1.1883350e-01
 7   -0.5000   3.0130348e-01   1.0422900e-02   -1.2005113e-01
 8   -0.2500   3.4752364e-01   1.0548877e-02   -1.2112444e-01
 9   0.0000   3.9366750e-01   1.0701116e-02   -1.2202110e-01
10   0.2500   4.3982124e-01   1.0879721e-02   -1.2270300e-01
11   0.5000   4.8609602e-01   1.1085796e-02   -1.2311360e-01
12   0.7500   5.3264151e-01   1.1324606e-02   -1.2313503e-01
13   1.0000   5.7958095e-01   1.1648291e-02   -1.2256207e-01
14   1.2500   6.2725015e-01   1.2203646e-02   -1.2135004e-01
15   1.5000   6.7608790e-01   1.3139157e-02   -1.1978980e-01
16   1.6000   6.9610326e-01   1.3641830e-02   -1.1917840e-01
17   1.7000   7.1648890e-01   1.4223960e-02   -1.1863430e-01
18   1.8000   7.3734607e-01   1.4888420e-02   -1.1820670e-01
19   1.9000   7.5877337e-01   1.5637150e-02   -1.1794436e-01
20   2.0000   7.8075950e-01   1.6471580e-02   -1.1788430e-01
21   2.0857   7.9980672e-01   1.7251260e-02   -1.1797570e-01
22   2.1000   8.0322465e-01   1.7391390e-02   -1.1804900e-01
23   2.2000   8.2604059e-01   1.8396631e-02   -1.1845340e-01
24   2.3000   8.4902529e-01   1.9489310e-02   -1.1910491e-01
25   2.4000   8.7202758e-01   2.0672260e-02   -1.2000490e-01
26   2.5000   8.9476542e-01   2.1951755e-02   -1.2113400e-01
27   2.6000   9.1668606e-01   2.3316424e-02   -1.2237317e-01
28   2.7000   9.3823844e-01   2.4785940e-02   -1.2382106e-01
29   2.8000   9.5937724e-01   2.6373705e-02   -1.2546935e-01
30   2.9000   9.7869805e-01   2.8034180e-02   -1.2698030e-01
31   3.0000   9.9683380e-01   2.9787390e-02   -1.2846290e-01
32   3.1000   1.0136470e+00   3.1621830e-02   -1.2985660e-01
33   3.2000   1.0290494e+00   3.3521377e-02   -1.3109962e-01
34   3.3000   1.0424829e+00   3.5447260e-02   -1.3201199e-01
35   3.4000   1.0545380e+00   3.7418028e-02   -1.3273530e-01
36   3.5000   1.0647310e+00   3.9386500e-02   -1.3309930e-01
37   3.5200   1.0666150e+00   3.9781866e-02   -1.3314524e-01
38   3.5300   1.0675370e+00   3.9979501e-02   -1.3316426e-01
39   3.5400   1.0684490e+00   4.0177467e-02   -1.3318198e-01
40   3.5500   1.0693440e+00   4.0375410e-02   -1.3319640e-01
41   3.5600   1.0702290e+00   4.0573628e-02   -1.3320933e-01
42   3.5700   1.0711040e+00   4.0772181e-02   -1.3322105e-01
43   3.5800   1.0719675e+00   4.0970833e-02   -1.3323049e-01
44   3.5900   1.0728180e+00   4.1169612e-02   -1.3323781e-01
45   3.6000   1.0736572e+00   4.1368535e-02   -1.3324322e-01
46   3.6100   1.0744806e+00   4.1567264e-02   -1.3324530e-01
47   3.6200   1.0752885e+00   4.1765927e-02   -1.3324442e-01
48   3.6300   1.0760832e+00   4.1964605e-02   -1.3324108e-01
49   3.6400   1.0768700e+00   4.2163543e-02   -1.3323673e-01
50   3.6600   1.0784035e+00   4.2561245e-02   -1.3322025e-01
51   3.6800   1.0798723e+00   4.2958079e-02   -1.3319043e-01
52   3.7000   1.0813081e+00   4.3355912e-02   -1.3315628e-01
53   3.8000   1.0878069e+00   4.5343465e-02   -1.3285996e-01
54   3.9000   1.0930646e+00   4.7313689e-02   -1.3232236e-01
55   4.0000   1.0968671e+00   4.9248717e-02   -1.3150077e-01
56   4.1000   1.1003360e+00   5.1216496e-02   -1.3068013e-01
57   4.2000   1.1020920e+00   5.3113718e-02   -1.2951130e-01
58   4.3000   1.1039947e+00   5.5060100e-02   -1.2845935e-01
59   4.4000   1.1045876e+00   5.6951143e-02   -1.2717012e-01
60   4.6000   1.1037542e+00   6.0670869e-02   -1.2433345e-01
