Buffet: No. AoA Cl l_bound ubound
39 2.9400 0.9916 [2.9400,2.9400]
Cruise: No. AoA Cl/Cd Cl_error
18 1.7650 27.7863 0.0002
No.   AoA         CL              CD               CM
 1   -2.0000   5.6521952e-02   1.0505842e-02   -1.1200710e-01
 2   -1.7500   1.0581160e-01   1.0468860e-02   -1.1381300e-01
 3   -1.5000   1.5463523e-01   1.0465136e-02   -1.1555330e-01
 4   -1.2500   2.0305988e-01   1.0492909e-02   -1.1720150e-01
 5   -1.0000   2.5116867e-01   1.0551007e-02   -1.1873810e-01
 6   -0.7500   2.9904650e-01   1.0638450e-02   -1.2014190e-01
 7   -0.5000   3.4679800e-01   1.0754350e-02   -1.2139230e-01
 8   -0.2500   3.9451380e-01   1.0899490e-02   -1.2245352e-01
 9   0.0000   4.4234139e-01   1.1074834e-02   -1.2327520e-01
10   0.2500   4.9045564e-01   1.1308026e-02   -1.2376990e-01
11   0.5000   5.3900550e-01   1.1693128e-02   -1.2397090e-01
12   0.7500   5.8822210e-01   1.2319377e-02   -1.2404759e-01
13   1.0000   6.3851634e-01   1.3245070e-02   -1.2425511e-01
14   1.2500   6.9023816e-01   1.4506700e-02   -1.2487222e-01
15   1.5000   7.4344457e-01   1.6171760e-02   -1.2618720e-01
16   1.6000   7.6502374e-01   1.6975150e-02   -1.2696380e-01
17   1.7000   7.8627678e-01   1.7856510e-02   -1.2782347e-01
18   1.7650   8.0020253e-01   1.8482829e-02   -1.2849051e-01
19   1.8000   8.0741463e-01   1.8832700e-02   -1.2882191e-01
20   1.9000   8.2877243e-01   1.9915280e-02   -1.3004750e-01
21   2.0000   8.4899289e-01   2.1080739e-02   -1.3122600e-01
22   2.1000   8.6873853e-01   2.2347903e-02   -1.3249229e-01
23   2.2000   8.8785269e-01   2.3713632e-02   -1.3380888e-01
24   2.3000   9.0617025e-01   2.5171908e-02   -1.3512955e-01
25   2.4000   9.2345280e-01   2.6710600e-02   -1.3638040e-01
26   2.5000   9.3856200e-01   2.8278180e-02   -1.3727890e-01
27   2.6000   9.5344870e-01   2.9937636e-02   -1.3826041e-01
28   2.7000   9.6616219e-01   3.1600712e-02   -1.3884422e-01
29   2.8000   9.7757542e-01   3.3288187e-02   -1.3921305e-01
30   2.8200   9.7971179e-01   3.3628349e-02   -1.3926315e-01
31   2.8400   9.8180180e-01   3.3969502e-02   -1.3930610e-01
32   2.8600   9.8385633e-01   3.4311893e-02   -1.3934437e-01
33   2.8800   9.8584889e-01   3.4654125e-02   -1.3937077e-01
34   2.8900   9.8682626e-01   3.4825404e-02   -1.3938074e-01
35   2.9000   9.8779656e-01   3.4997111e-02   -1.3939006e-01
36   2.9100   9.8875820e-01   3.5169147e-02   -1.3939832e-01
37   2.9200   9.8970827e-01   3.5341349e-02   -1.3940468e-01
38   2.9300   9.9064281e-01   3.5513403e-02   -1.3940792e-01
39   2.9400   9.9155899e-01   3.5685231e-02   -1.3940736e-01
40   2.9500   9.9246790e-01   3.5857361e-02   -1.3940595e-01
41   2.9600   9.9336730e-01   3.6029671e-02   -1.3940307e-01
42   2.9700   9.9425683e-01   3.6202151e-02   -1.3939867e-01
43   2.9800   9.9513702e-01   3.6374835e-02   -1.3939288e-01
44   2.9900   9.9600478e-01   3.6547571e-02   -1.3938487e-01
45   3.0000   9.9685298e-01   3.6719943e-02   -1.3937268e-01
46   3.1000   1.0047820e+00   3.8448021e-02   -1.3915938e-01
47   3.2000   1.0115860e+00   4.0171731e-02   -1.3874467e-01
48   3.3000   1.0166486e+00   4.1850376e-02   -1.3797922e-01
49   3.4000   1.0214847e+00   4.3573167e-02   -1.3725384e-01
50   3.5000   1.0242968e+00   4.5213409e-02   -1.3610432e-01
51   3.6000   1.0277819e+00   4.6937386e-02   -1.3521184e-01
52   3.7000   1.0295121e+00   4.8588394e-02   -1.3397368e-01
53   3.8000   1.0310395e+00   5.0259221e-02   -1.3276558e-01
