Buffet: No. AoA Cl l_bound ubound
38 2.9900 1.0430 [2.9900,2.9900]
Cruise: No. AoA Cl/Cd Cl_error
16 1.5384 31.8370 -0.0001
No.   AoA         CL              CD               CM
 1   -2.0000   1.2738406e-01   1.0088390e-02   -1.3284520e-01
 2   -1.7500   1.7487740e-01   1.0110518e-02   -1.3429740e-01
 3   -1.5000   2.2200720e-01   1.0160080e-02   -1.3571910e-01
 4   -1.2500   2.6884970e-01   1.0236100e-02   -1.3708870e-01
 5   -1.0000   3.1549241e-01   1.0337450e-02   -1.3839120e-01
 6   -0.7500   3.6197810e-01   1.0464890e-02   -1.3959870e-01
 7   -0.5000   4.0841460e-01   1.0617780e-02   -1.4069820e-01
 8   -0.2500   4.5490420e-01   1.0796370e-02   -1.4167030e-01
 9   0.0000   5.0157276e-01   1.1004690e-02   -1.4248726e-01
10   0.2500   5.4853194e-01   1.1275030e-02   -1.4315660e-01
11   0.5000   5.9592747e-01   1.1650480e-02   -1.4373960e-01
12   0.7500   6.4387085e-01   1.2157340e-02   -1.4429710e-01
13   1.0000   6.9248983e-01   1.2810830e-02   -1.4487790e-01
14   1.2500   7.4160625e-01   1.3608300e-02   -1.4540440e-01
15   1.5000   7.9194179e-01   1.4341540e-02   -1.4497220e-01
16   1.5384   7.9990260e-01   1.4501270e-02   -1.4494011e-01
17   1.6000   8.1308955e-01   1.4802260e-02   -1.4500944e-01
18   1.7000   8.3397258e-01   1.5387736e-02   -1.4515190e-01
19   1.8000   8.5551125e-01   1.6125160e-02   -1.4562700e-01
20   1.9000   8.7618856e-01   1.6986490e-02   -1.4615390e-01
21   2.0000   8.9655347e-01   1.7983273e-02   -1.4685870e-01
22   2.1000   9.1690035e-01   1.9124720e-02   -1.4780820e-01
23   2.2000   9.3583244e-01   2.0369788e-02   -1.4869434e-01
24   2.3000   9.5374995e-01   2.1721416e-02   -1.4959260e-01
25   2.4000   9.7070320e-01   2.3171265e-02   -1.5047650e-01
26   2.5000   9.8658851e-01   2.4709040e-02   -1.5132120e-01
27   2.6000   1.0005247e+00   2.6282878e-02   -1.5186850e-01
28   2.7000   1.0132573e+00   2.7903568e-02   -1.5226575e-01
29   2.8000   1.0246670e+00   2.9557972e-02   -1.5247443e-01
30   2.9000   1.0348280e+00   3.1235552e-02   -1.5249126e-01
31   2.9200   1.0367240e+00   3.1573644e-02   -1.5247380e-01
32   2.9300   1.0376510e+00   3.1742755e-02   -1.5246151e-01
33   2.9400   1.0385700e+00   3.1912105e-02   -1.5244799e-01
34   2.9500   1.0394730e+00   3.2081356e-02   -1.5243154e-01
35   2.9600   1.0403660e+00   3.2250791e-02   -1.5241358e-01
36   2.9700   1.0412489e+00   3.2420387e-02   -1.5239392e-01
37   2.9800   1.0421230e+00   3.2590251e-02   -1.5237340e-01
38   2.9900   1.0429870e+00   3.2760223e-02   -1.5235110e-01
39   3.0000   1.0438400e+00   3.2930276e-02   -1.5232692e-01
40   3.0100   1.0446790e+00   3.3100255e-02   -1.5230018e-01
41   3.0200   1.0455100e+00   3.3270472e-02   -1.5227250e-01
42   3.0300   1.0463320e+00   3.3440833e-02   -1.5224350e-01
43   3.0400   1.0471420e+00   3.3611204e-02   -1.5221250e-01
44   3.0600   1.0487160e+00   3.3951260e-02   -1.5214130e-01
45   3.0800   1.0502320e+00   3.4290450e-02   -1.5205880e-01
46   3.1000   1.0516840e+00   3.4628510e-02   -1.5196362e-01
47   3.2000   1.0578646e+00   3.6295546e-02   -1.5127553e-01
48   3.3000   1.0631840e+00   3.7972994e-02   -1.5046572e-01
49   3.4000   1.0671012e+00   3.9607542e-02   -1.4937997e-01
50   3.5000   1.0711513e+00   4.1308368e-02   -1.4843655e-01
51   3.6000   1.0733271e+00   4.2927212e-02   -1.4711433e-01
52   3.7000   1.0754076e+00   4.4580250e-02   -1.4585567e-01
53   3.8000   1.0772836e+00   4.6248077e-02   -1.4463044e-01
